gene_id,seed_ortholog,evalue,score,eggNOG_OGs,max_annot_lvl,COG_category,Description,Preferred_name,GOs,EC,KEGG_ko,KEGG_Pathway,KEGG_Module,KEGG_Reaction,KEGG_rclass,BRITE,KEGG_TC,CAZy,BiGG_Reaction,PFAMs
AlixG040277,SPU_022587,0.0,1296.0,"COG0457@1|root,KOG1075@1|root,KOG1075@2759|Eukaryota,KOG1840@2759|Eukaryota,38C2F@33154|Opisthokonta,3BDX7@33208|Metazoa,3CWWE@33213|Bilateria",33208|Metazoa,Z,determination of stomach left/right asymmetry,NPHP3,"GO:0001655,GO:0001822,GO:0001889,GO:0001894,GO:0001895,GO:0001947,GO:0002009,GO:0003002,GO:0003007,GO:0003008,GO:0003143,GO:0003146,GO:0003205,GO:0003230,GO:0003279,GO:0003283,GO:0003341,GO:0003351,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005829,GO:0005929,GO:0006629,GO:0006928,GO:0006996,GO:0007017,GO:0007018,GO:0007163,GO:0007275,GO:0007368,GO:0007369,GO:0007389,GO:0007507,GO:0007600,GO:0007601,GO:0008150,GO:0008152,GO:0009653,GO:0009790,GO:0009799,GO:0009855,GO:0009887,GO:0009888,GO:0009966,GO:0009968,GO:0009987,GO:0010646,GO:0010648,GO:0016043,GO:0022603,GO:0022607,GO:0023051,GO:0023057,GO:0030030,GO:0030031,GO:0030111,GO:0030178,GO:0030198,GO:0030323,GO:0030324,GO:0031016,GO:0032501,GO:0032502,GO:0035050,GO:0035239,GO:0035295,GO:0035469,GO:0042592,GO:0042995,GO:0043062,GO:0043226,GO:0044085,GO:0044238,GO:0044422,GO:0044424,GO:0044441,GO:0044444,GO:0044463,GO:0044464,GO:0044782,GO:0045494,GO:0045595,GO:0045596,GO:0045995,GO:0048496,GO:0048513,GO:0048519,GO:0048523,GO:0048562,GO:0048565,GO:0048568,GO:0048583,GO:0048585,GO:0048598,GO:0048729,GO:0048731,GO:0048732,GO:0048793,GO:0048856,GO:0048871,GO:0050789,GO:0050793,GO:0050794,GO:0050877,GO:0050953,GO:0051093,GO:0051239,GO:0051960,GO:0055123,GO:0060026,GO:0060027,GO:0060249,GO:0060271,GO:0060287,GO:0060429,GO:0060541,GO:0060562,GO:0060828,GO:0060972,GO:0060993,GO:0061008,GO:0061371,GO:0065007,GO:0065008,GO:0070121,GO:0070925,GO:0071704,GO:0071840,GO:0071907,GO:0071908,GO:0071909,GO:0071910,GO:0072001,GO:0072189,GO:0072359,GO:0090090,GO:0090175,GO:0090178,GO:0097543,GO:0097546,GO:0120025,GO:0120031,GO:0120036,GO:0120038,GO:1905276,GO:1905330,GO:1905515,GO:2000026,GO:2000027,GO:2000050,GO:2000095,GO:2000167",-,ko:K19360,-,-,-,-,"ko00000,ko03036",-,-,-,"NACHT,TPR_12,TPR_7,TPR_8"
AlixG040280,SPU_007303,5.47e-70,220.0,"COG0464@1|root,KOG0741@2759|Eukaryota,38CBE@33154|Opisthokonta,3B9KB@33208|Metazoa,3CUQF@33213|Bilateria",33208|Metazoa,O,SNARE complex disassembly,NSF,"GO:0000149,GO:0001505,GO:0001664,GO:0001919,GO:0001921,GO:0002090,GO:0003674,GO:0003824,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005829,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006836,GO:0006886,GO:0006887,GO:0006888,GO:0006890,GO:0006892,GO:0006896,GO:0006900,GO:0006901,GO:0006903,GO:0006906,GO:0006914,GO:0006996,GO:0007030,GO:0007034,GO:0007041,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007274,GO:0007275,GO:0008022,GO:0008104,GO:0008150,GO:0008152,GO:0008582,GO:0009056,GO:0009653,GO:0009887,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010256,GO:0010604,GO:0010646,GO:0012505,GO:0014069,GO:0015031,GO:0015672,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016079,GO:0016082,GO:0016192,GO:0016462,GO:0016482,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017016,GO:0017075,GO:0017111,GO:0017137,GO:0017156,GO:0017157,GO:0019222,GO:0019725,GO:0019899,GO:0019900,GO:0019901,GO:0019904,GO:0019905,GO:0022411,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0023061,GO:0030001,GO:0030100,GO:0030165,GO:0030424,GO:0030425,GO:0030496,GO:0031267,GO:0031323,GO:0031325,GO:0031594,GO:0031629,GO:0031748,GO:0031984,GO:0032279,GO:0032501,GO:0032502,GO:0032879,GO:0032940,GO:0032984,GO:0033036,GO:0033267,GO:0034613,GO:0034622,GO:0035254,GO:0035255,GO:0035494,GO:0036477,GO:0040008,GO:0042176,GO:0042592,GO:0042623,GO:0042802,GO:0042886,GO:0042995,GO:0043005,GO:0043008,GO:0043195,GO:0043198,GO:0043209,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043624,GO:0043679,GO:0043933,GO:0044085,GO:0044087,GO:0044237,GO:0044248,GO:0044306,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0044877,GO:0045026,GO:0045055,GO:0045184,GO:0045202,GO:0045732,GO:0046903,GO:0046907,GO:0048167,GO:0048168,GO:0048172,GO:0048193,GO:0048194,GO:0048199,GO:0048207,GO:0048208,GO:0048259,GO:0048284,GO:0048489,GO:0048513,GO:0048518,GO:0048522,GO:0048638,GO:0048731,GO:0048856,GO:0050780,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050804,GO:0050807,GO:0051020,GO:0051046,GO:0051049,GO:0051128,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051239,GO:0051246,GO:0051247,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051960,GO:0051963,GO:0060249,GO:0060255,GO:0060438,GO:0060439,GO:0060541,GO:0060627,GO:0061024,GO:0061025,GO:0061919,GO:0065003,GO:0065007,GO:0065008,GO:0070050,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0080090,GO:0090114,GO:0090160,GO:0090174,GO:0097447,GO:0097458,GO:0097479,GO:0097480,GO:0098527,GO:0098791,GO:0098793,GO:0098794,GO:0098916,GO:0098984,GO:0099003,GO:0099177,GO:0099500,GO:0099504,GO:0099536,GO:0099537,GO:0099572,GO:0099643,GO:0120025,GO:0120038,GO:0140029,GO:0150034,GO:1900073,GO:1903530,GO:1904396,GO:2000026",3.6.4.6,ko:K06027,"ko04138,ko04721,ko04727,ko04962,map04138,map04721,map04727,map04962",-,-,-,"ko00000,ko00001,ko01000,ko04131",1.F.1.1,-,-,"AAA,CDC48_2,CDC48_N"
AlixG040281,SPU_021816,6.33e-196,571.0,"COG0464@1|root,KOG0741@2759|Eukaryota,38CBE@33154|Opisthokonta,3B9KB@33208|Metazoa,3CUQF@33213|Bilateria",33208|Metazoa,O,SNARE complex disassembly,NSF,"GO:0000149,GO:0001505,GO:0001664,GO:0001919,GO:0001921,GO:0002090,GO:0003674,GO:0003824,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005794,GO:0005795,GO:0005829,GO:0005886,GO:0006810,GO:0006811,GO:0006812,GO:0006813,GO:0006836,GO:0006886,GO:0006887,GO:0006888,GO:0006890,GO:0006892,GO:0006896,GO:0006900,GO:0006901,GO:0006903,GO:0006906,GO:0006914,GO:0006996,GO:0007030,GO:0007034,GO:0007041,GO:0007154,GO:0007267,GO:0007268,GO:0007269,GO:0007274,GO:0007275,GO:0008022,GO:0008104,GO:0008150,GO:0008152,GO:0008582,GO:0009056,GO:0009653,GO:0009887,GO:0009893,GO:0009894,GO:0009896,GO:0009987,GO:0010256,GO:0010604,GO:0010646,GO:0012505,GO:0014069,GO:0015031,GO:0015672,GO:0015833,GO:0016020,GO:0016043,GO:0016050,GO:0016079,GO:0016082,GO:0016192,GO:0016462,GO:0016482,GO:0016787,GO:0016817,GO:0016818,GO:0016887,GO:0017016,GO:0017075,GO:0017111,GO:0017137,GO:0017156,GO:0017157,GO:0019222,GO:0019725,GO:0019899,GO:0019900,GO:0019901,GO:0019904,GO:0019905,GO:0022411,GO:0022607,GO:0023051,GO:0023052,GO:0023056,GO:0023061,GO:0030001,GO:0030100,GO:0030165,GO:0030424,GO:0030425,GO:0030496,GO:0031267,GO:0031323,GO:0031325,GO:0031594,GO:0031629,GO:0031748,GO:0031984,GO:0032279,GO:0032501,GO:0032502,GO:0032879,GO:0032940,GO:0032984,GO:0033036,GO:0033267,GO:0034613,GO:0034622,GO:0035254,GO:0035255,GO:0035494,GO:0036477,GO:0040008,GO:0042176,GO:0042592,GO:0042623,GO:0042802,GO:0042886,GO:0042995,GO:0043005,GO:0043008,GO:0043195,GO:0043198,GO:0043209,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043624,GO:0043679,GO:0043933,GO:0044085,GO:0044087,GO:0044237,GO:0044248,GO:0044306,GO:0044422,GO:0044424,GO:0044431,GO:0044444,GO:0044446,GO:0044456,GO:0044463,GO:0044464,GO:0044877,GO:0045026,GO:0045055,GO:0045184,GO:0045202,GO:0045732,GO:0046903,GO:0046907,GO:0048167,GO:0048168,GO:0048172,GO:0048193,GO:0048194,GO:0048199,GO:0048207,GO:0048208,GO:0048259,GO:0048284,GO:0048489,GO:0048513,GO:0048518,GO:0048522,GO:0048638,GO:0048731,GO:0048856,GO:0050780,GO:0050789,GO:0050793,GO:0050794,GO:0050803,GO:0050804,GO:0050807,GO:0051020,GO:0051046,GO:0051049,GO:0051128,GO:0051171,GO:0051173,GO:0051179,GO:0051234,GO:0051239,GO:0051246,GO:0051247,GO:0051640,GO:0051641,GO:0051648,GO:0051649,GO:0051650,GO:0051656,GO:0051960,GO:0051963,GO:0060249,GO:0060255,GO:0060438,GO:0060439,GO:0060541,GO:0060627,GO:0061024,GO:0061025,GO:0061919,GO:0065003,GO:0065007,GO:0065008,GO:0070050,GO:0070727,GO:0071702,GO:0071705,GO:0071840,GO:0071944,GO:0080090,GO:0090114,GO:0090160,GO:0090174,GO:0097447,GO:0097458,GO:0097479,GO:0097480,GO:0098527,GO:0098791,GO:0098793,GO:0098794,GO:0098916,GO:0098984,GO:0099003,GO:0099177,GO:0099500,GO:0099504,GO:0099536,GO:0099537,GO:0099572,GO:0099643,GO:0120025,GO:0120038,GO:0140029,GO:0150034,GO:1900073,GO:1903530,GO:1904396,GO:2000026",3.6.4.6,ko:K06027,"ko04138,ko04721,ko04727,ko04962,map04138,map04721,map04727,map04962",-,-,-,"ko00000,ko00001,ko01000,ko04131",1.F.1.1,-,-,"AAA,CDC48_2,CDC48_N"
AlixG040282,SPU_007802,1.23e-210,644.0,"COG2801@1|root,KOG0017@2759|Eukaryota,38F42@33154|Opisthokonta",33154|Opisthokonta,G,retrotransposable element Tf2 155 kDa protein type 1-like,-,-,-,-,-,-,-,-,-,-,-,-,"PNMA,RVT_1,gag-asp_proteas,rve,zf-CCHC,zf-H2C2"
AlixG040283,SPU_021817,4.68e-86,261.0,"COG0605@1|root,KOG0876@2759|Eukaryota,3A2MH@33154|Opisthokonta,3BQEC@33208|Metazoa,3D812@33213|Bilateria",33208|Metazoa,Q,Destroys radicals which are normally produced within the cells and which are toxic to biological systems,-,-,1.15.1.1,ko:K04564,"ko04013,ko04068,ko04146,ko04211,ko04212,ko04213,ko05016,map04013,map04068,map04146,map04211,map04212,map04213,map05016",-,-,-,"ko00000,ko00001,ko01000",-,-,-,"Sod_Fe_C,Sod_Fe_N"
AlixG040284,SPU_016147,1.18e-72,240.0,"KOG0274@1|root,KOG0274@2759|Eukaryota,38D52@33154|Opisthokonta,3BAWF@33208|Metazoa,3CW27@33213|Bilateria",33208|Metazoa,S,"WD domain, G-beta repeat",WDR86,-,-,-,-,-,-,-,-,-,-,-,WD40
AlixG040286,SPU_014550,4.11e-65,217.0,"KOG3656@1|root,KOG3656@2759|Eukaryota",2759|Eukaryota,O,G-protein coupled receptor activity,GPR88,"GO:0001508,GO:0003008,GO:0003674,GO:0003774,GO:0003824,GO:0004888,GO:0004930,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005886,GO:0007154,GO:0007165,GO:0007186,GO:0007218,GO:0007267,GO:0007268,GO:0007610,GO:0007611,GO:0007612,GO:0007626,GO:0007631,GO:0008150,GO:0009987,GO:0016020,GO:0016462,GO:0016787,GO:0016817,GO:0016818,GO:0017111,GO:0019226,GO:0019228,GO:0023052,GO:0032501,GO:0035637,GO:0038023,GO:0042391,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0044424,GO:0044464,GO:0050789,GO:0050794,GO:0050877,GO:0050885,GO:0050890,GO:0050896,GO:0050905,GO:0051716,GO:0060089,GO:0061743,GO:0065007,GO:0065008,GO:0071944,GO:0098916,GO:0099536,GO:0099537",2.7.10.2,"ko:K04160,ko:K04250,ko:K04255,ko:K04256,ko:K04285,ko:K04286,ko:K04287,ko:K05728,ko:K08422","ko04020,ko04024,ko04080,ko04713,ko04726,ko04744,ko05120,map04020,map04024,map04080,map04713,map04726,map04744,map05120",-,-,-,"ko00000,ko00001,ko01000,ko01001,ko01009,ko04030,ko04147",-,-,-,7tm_1
AlixG040287,SPU_009793,8.4e-53,171.0,"COG1028@1|root,KOG1205@2759|Eukaryota,38GKD@33154|Opisthokonta,3BD72@33208|Metazoa,3CUAY@33213|Bilateria",33208|Metazoa,Q,NADP-retinol dehydrogenase activity,RDH8,"GO:0001523,GO:0001750,GO:0003008,GO:0003674,GO:0003824,GO:0004033,GO:0004745,GO:0005575,GO:0005623,GO:0005886,GO:0005887,GO:0005929,GO:0006066,GO:0006629,GO:0006694,GO:0006720,GO:0006721,GO:0007600,GO:0007601,GO:0008106,GO:0008150,GO:0008152,GO:0008202,GO:0008610,GO:0009058,GO:0009987,GO:0010817,GO:0016020,GO:0016021,GO:0016101,GO:0016491,GO:0016614,GO:0016616,GO:0031224,GO:0031226,GO:0032501,GO:0034308,GO:0034754,GO:0042445,GO:0042572,GO:0042995,GO:0043005,GO:0043226,GO:0044237,GO:0044238,GO:0044255,GO:0044281,GO:0044422,GO:0044425,GO:0044441,GO:0044459,GO:0044463,GO:0044464,GO:0050877,GO:0050953,GO:0052650,GO:0055114,GO:0065007,GO:0065008,GO:0071704,GO:0071944,GO:0097458,GO:0097730,GO:0097731,GO:0097733,GO:0120025,GO:0120038,GO:1901360,GO:1901362,GO:1901576,GO:1901615",-,ko:K11150,"ko00830,ko01100,map00830,map01100",-,R08379,RC00649,"ko00000,ko00001,ko01000",-,-,-,adh_short
AlixG040291,SPU_022916,0.0,953.0,"KOG3577@1|root,KOG3577@2759|Eukaryota,38C7N@33154|Opisthokonta,3BBTS@33208|Metazoa,3CRBX@33213|Bilateria",33208|Metazoa,T,Wnt-activated receptor activity,FZD5,"GO:0000003,GO:0000122,GO:0000578,GO:0000902,GO:0000904,GO:0001525,GO:0001540,GO:0001568,GO:0001654,GO:0001701,GO:0001763,GO:0001775,GO:0001817,GO:0001819,GO:0001890,GO:0001892,GO:0001932,GO:0001934,GO:0001944,GO:0002009,GO:0002164,GO:0002165,GO:0002168,GO:0002237,GO:0002376,GO:0002520,GO:0002521,GO:0002682,GO:0002684,GO:0002697,GO:0002699,GO:0002700,GO:0002702,GO:0002703,GO:0002705,GO:0002706,GO:0002708,GO:0002709,GO:0002711,GO:0002718,GO:0002720,GO:0002724,GO:0002726,GO:0002791,GO:0002793,GO:0002819,GO:0002821,GO:0002822,GO:0002824,GO:0003002,GO:0003006,GO:0003674,GO:0004888,GO:0004930,GO:0005102,GO:0005488,GO:0005515,GO:0005575,GO:0005576,GO:0005622,GO:0005623,GO:0005634,GO:0005737,GO:0005768,GO:0005769,GO:0005794,GO:0005886,GO:0005887,GO:0005911,GO:0005923,GO:0006355,GO:0006357,GO:0006915,GO:0006928,GO:0006935,GO:0007154,GO:0007165,GO:0007166,GO:0007186,GO:0007223,GO:0007267,GO:0007275,GO:0007350,GO:0007351,GO:0007365,GO:0007367,GO:0007389,GO:0007399,GO:0007409,GO:0007411,GO:0007416,GO:0007423,GO:0007431,GO:0007435,GO:0007548,GO:0007591,GO:0008037,GO:0008038,GO:0008039,GO:0008045,GO:0008150,GO:0008219,GO:0008285,GO:0008363,GO:0008406,GO:0008585,GO:0008595,GO:0009605,GO:0009607,GO:0009617,GO:0009653,GO:0009790,GO:0009791,GO:0009792,GO:0009798,GO:0009880,GO:0009887,GO:0009888,GO:0009889,GO:0009890,GO:0009891,GO:0009892,GO:0009893,GO:0009948,GO:0009950,GO:0009952,GO:0009953,GO:0009966,GO:0009967,GO:0009986,GO:0009987,GO:0010008,GO:0010033,GO:0010468,GO:0010556,GO:0010557,GO:0010558,GO:0010562,GO:0010604,GO:0010605,GO:0010628,GO:0010629,GO:0010646,GO:0010647,GO:0010720,GO:0012501,GO:0012505,GO:0012506,GO:0016020,GO:0016021,GO:0016043,GO:0016049,GO:0016055,GO:0016201,GO:0016477,GO:0017147,GO:0019219,GO:0019220,GO:0019222,GO:0019899,GO:0019900,GO:0019901,GO:0019904,GO:0021700,GO:0022008,GO:0022411,GO:0022414,GO:0022603,GO:0022607,GO:0022612,GO:0023051,GO:0023052,GO:0023056,GO:0030030,GO:0030054,GO:0030097,GO:0030098,GO:0030135,GO:0030136,GO:0030139,GO:0030154,GO:0030165,GO:0030182,GO:0030217,GO:0030334,GO:0030335,GO:0030659,GO:0030662,GO:0030665,GO:0030666,GO:0030669,GO:0031076,GO:0031077,GO:0031090,GO:0031128,GO:0031175,GO:0031224,GO:0031226,GO:0031290,GO:0031323,GO:0031324,GO:0031325,GO:0031326,GO:0031327,GO:0031328,GO:0031399,GO:0031401,GO:0031410,GO:0031625,GO:0031901,GO:0031982,GO:0032268,GO:0032270,GO:0032501,GO:0032502,GO:0032649,GO:0032651,GO:0032652,GO:0032680,GO:0032729,GO:0032731,GO:0032732,GO:0032760,GO:0032872,GO:0032874,GO:0032879,GO:0032880,GO:0032984,GO:0032989,GO:0032990,GO:0032991,GO:0033077,GO:0033218,GO:0033674,GO:0035017,GO:0035206,GO:0035239,GO:0035272,GO:0035282,GO:0035293,GO:0035295,GO:0035567,GO:0038023,GO:0040003,GO:0040007,GO:0040011,GO:0040012,GO:0040017,GO:0042110,GO:0042127,GO:0042221,GO:0042277,GO:0042303,GO:0042325,GO:0042327,GO:0042330,GO:0042335,GO:0042337,GO:0042813,GO:0043009,GO:0043010,GO:0043085,GO:0043207,GO:0043226,GO:0043227,GO:0043229,GO:0043231,GO:0043296,GO:0043405,GO:0043406,GO:0043408,GO:0043410,GO:0043506,GO:0043507,GO:0043549,GO:0043933,GO:0044085,GO:0044087,GO:0044093,GO:0044332,GO:0044389,GO:0044422,GO:0044424,GO:0044425,GO:0044433,GO:0044440,GO:0044444,GO:0044446,GO:0044459,GO:0044464,GO:0044877,GO:0045137,GO:0045321,GO:0045334,GO:0045595,GO:0045597,GO:0045859,GO:0045860,GO:0045892,GO:0045893,GO:0045934,GO:0045935,GO:0045937,GO:0045944,GO:0046328,GO:0046330,GO:0046545,GO:0046649,GO:0046660,GO:0048048,GO:0048468,GO:0048469,GO:0048471,GO:0048513,GO:0048514,GO:0048518,GO:0048519,GO:0048522,GO:0048523,GO:0048534,GO:0048562,GO:0048568,GO:0048569,GO:0048583,GO:0048584,GO:0048588,GO:0048589,GO:0048592,GO:0048593,GO:0048596,GO:0048598,GO:0048608,GO:0048646,GO:0048666,GO:0048667,GO:0048675,GO:0048699,GO:0048729,GO:0048731,GO:0048732,GO:0048812,GO:0048856,GO:0048858,GO:0048869,GO:0048870,GO:0050704,GO:0050706,GO:0050707,GO:0050708,GO:0050714,GO:0050715,GO:0050716,GO:0050718,GO:0050767,GO:0050769,GO:0050776,GO:0050778,GO:0050789,GO:0050790,GO:0050793,GO:0050794,GO:0050808,GO:0050896,GO:0050919,GO:0051046,GO:0051047,GO:0051049,GO:0051050,GO:0051094,GO:0051128,GO:0051171,GO:0051172,GO:0051173,GO:0051174,GO:0051179,GO:0051222,GO:0051223,GO:0051239,GO:0051240,GO:0051246,GO:0051247,GO:0051252,GO:0051253,GO:0051254,GO:0051270,GO:0051272,GO:0051338,GO:0051347,GO:0051674,GO:0051704,GO:0051707,GO:0051716,GO:0051960,GO:0051962,GO:0060061,GO:0060070,GO:0060071,GO:0060089,GO:0060255,GO:0060284,GO:0060429,GO:0060560,GO:0060561,GO:0060669,GO:0060670,GO:0060674,GO:0060706,GO:0060711,GO:0060713,GO:0060715,GO:0060716,GO:0060717,GO:0060718,GO:0061138,GO:0061458,GO:0061564,GO:0065007,GO:0065009,GO:0070160,GO:0070201,GO:0070302,GO:0070304,GO:0071216,GO:0071219,GO:0071840,GO:0071900,GO:0071902,GO:0071944,GO:0072358,GO:0072359,GO:0080090,GO:0080134,GO:0080135,GO:0090087,GO:0090175,GO:0090596,GO:0097485,GO:0097708,GO:0098588,GO:0098796,GO:0098797,GO:0098805,GO:0120036,GO:0120039,GO:0198738,GO:1901382,GO:1901888,GO:1902531,GO:1902533,GO:1902679,GO:1902680,GO:1902742,GO:1903506,GO:1903507,GO:1903508,GO:1903530,GO:1903532,GO:1903555,GO:1903557,GO:1903867,GO:1904467,GO:1904469,GO:1904886,GO:1904951,GO:1905114,GO:1905330,GO:1905483,GO:1905485,GO:1990138,GO:1990851,GO:2000026,GO:2000027,GO:2000112,GO:2000113,GO:2000145,GO:2000147,GO:2000810,GO:2001141,GO:2001222,GO:2001224",-,ko:K02375,"ko04150,ko04310,ko04390,ko04550,ko04916,ko04934,ko05165,ko05166,ko05200,ko05205,ko05217,ko05224,ko05225,ko05226,map04150,map04310,map04390,map04550,map04916,map04934,map05165,map05166,map05200,map05205,map05217,map05224,map05225,map05226",M00677,-,-,"ko00000,ko00001,ko00002,ko04030",-,-,-,"Frizzled,Fz"
AlixG040300,SPU_012772,5.74e-112,329.0,"KOG1721@1|root,KOG1721@2759|Eukaryota,39F45@33154|Opisthokonta,3BC0U@33208|Metazoa,3D15Q@33213|Bilateria",33208|Metazoa,S,DNA binding,KLF7,"GO:0000070,GO:0000278,GO:0000280,GO:0000302,GO:0000819,GO:0000902,GO:0000904,GO:0000976,GO:0000977,GO:0000978,GO:0000981,GO:0000982,GO:0000987,GO:0001012,GO:0001067,GO:0001077,GO:0001228,GO:0001650,GO:0001775,GO:0002376,GO:0002520,GO:0002521,GO:0003674,GO:0003676,GO:0003677,GO:0003690,GO:0003700,GO:0003712,GO:0003713,GO:0005488,GO:0005575,GO:0005622,GO:0005623,GO:0005634,GO:0005730,GO:0005737,GO:0005829,GO:0006139,GO:0006351,GO:0006355,GO:0006357,GO:0006366,GO:0006725,GO:0006807,GO:0006928,GO:0006935,GO:0006950,GO:0006979,GO:0006996,GO:0007049,GO:0007059,GO:0007154,GO:0007165,GO:0007166,GO:0007275,GO:0007399,GO:0007409,GO:0007411,GO:0008150,GO:0008152,GO:0008270,GO:0009058,GO:0009059,GO:0009605,GO:0009611,GO:0009636,GO:0009653,GO:0009719,GO:0009790,GO:0009889,GO:0009891,GO:0009893,GO:0009987,GO:0010033,GO:0010035,GO:0010243,GO:0010467,GO:0010468,GO:0010556,GO:0010557,GO:0010604,GO:0010628,GO:0014070,GO:0016043,GO:0016070,GO:0016358,GO:0018130,GO:0019219,GO:0019221,GO:0019222,GO:0019438,GO:0022008,GO:0022402,GO:0023052,GO:0030030,GO:0030097,GO:0030098,GO:0030154,GO:0030182,GO:0030183,GO:0031175,GO:0031323,GO:0031325,GO:0031326,GO:0031328,GO:0031974,GO:0031981,GO:0032501,GO:0032502,GO:0032774,GO:0032989,GO:0032990,GO:0033301,GO:0033554,GO:0034097,GO:0034599,GO:0034614,GO:0034641,GO:0034645,GO:0034654,GO:0035185,GO:0035690,GO:0040011,GO:0042060,GO:0042113,GO:0042221,GO:0042330,GO:0042493,GO:0042542,GO:0043167,GO:0043169,GO:0043170,GO:0043226,GO:0043227,GO:0043228,GO:0043229,GO:0043231,GO:0043232,GO:0043233,GO:0043565,GO:0044212,GO:0044237,GO:0044238,GO:0044249,GO:0044260,GO:0044271,GO:0044422,GO:0044424,GO:0044428,GO:0044444,GO:0044446,GO:0044452,GO:0044464,GO:0045321,GO:0045448,GO:0045893,GO:0045935,GO:0045944,GO:0046483,GO:0046649,GO:0046677,GO:0046872,GO:0046898,GO:0046914,GO:0048285,GO:0048468,GO:0048513,GO:0048518,GO:0048522,GO:0048534,GO:0048666,GO:0048667,GO:0048699,GO:0048731,GO:0048812,GO:0048813,GO:0048856,GO:0048858,GO:0048869,GO:0050789,GO:0050794,GO:0050896,GO:0051171,GO:0051173,GO:0051252,GO:0051254,GO:0051276,GO:0051716,GO:0060255,GO:0060992,GO:0061564,GO:0065007,GO:0070013,GO:0070301,GO:0070887,GO:0071236,GO:0071310,GO:0071345,GO:0071407,GO:0071409,GO:0071417,GO:0071495,GO:0071704,GO:0071840,GO:0080090,GO:0090304,GO:0097159,GO:0097237,GO:0097305,GO:0097306,GO:0097485,GO:0097659,GO:0098813,GO:0120036,GO:0120039,GO:0140014,GO:0140110,GO:1901360,GO:1901362,GO:1901363,GO:1901576,GO:1901652,GO:1901653,GO:1901654,GO:1901655,GO:1901698,GO:1901699,GO:1901700,GO:1901701,GO:1902680,GO:1903047,GO:1903506,GO:1903508,GO:1990837,GO:2000112,GO:2001141",-,ko:K09207,-,-,-,-,"ko00000,ko03000",-,-,-,zf-C2H2
